Tumor_type	Gene	p_val	Rho	DE	label	ORA
Biliary-AdenoCA	GRK7	0.301983416697697	-0.25764743458574	Not associated	GRK7-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	GUSBP6	0.295662950980382	-0.260921624685468	Not associated	GUSBP6-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	HIGD1C	0.459675153482139	0.186103236171403	Not associated	HIGD1C-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	IGLON5	0.102494766923601	-0.397359707119513	Not associated	IGLON5-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	KCNG2	0.288123702866943	-0.264883002401099	Not associated	KCNG2-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	KRTAP5-6	0.778226105626895	0.071424072699458	Not associated	KRTAP5-6-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	LINC00051	0.735573075855076	-0.0856008088363528	Not associated	LINC00051-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	LINC00398	0.38769828952171	0.21672245650999	Not associated	LINC00398-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	LINC00485	0.558074907159973	-0.147907130330902	Not associated	LINC00485-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	LINC00492	0.816654203568489	-0.0588235294117647	Not associated	LINC00492-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	LINC00972	0.735573075855076	-0.0856008088363528	Not associated	LINC00972-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	LRRC26	0.302760229044645	0.257247877713763	Not associated	LRRC26-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	MIR4477B	0.644202624667714	-0.116870502093974	Not associated	MIR4477B-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	MIR587	0.611698225711191	-0.128373453830736	Not associated	MIR587-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	NALCN-AS1	0.924439883792357	-0.0240802729455544	Not associated	NALCN-AS1-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	OR52B2	0.816654203568489	-0.0588235294117647	Not associated	OR52B2-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	PAG1	0.102494766923601	0.397359707119513	Not associated	PAG1-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RAPGEF4-AS1	0.611698225711191	-0.128373453830736	Not associated	RAPGEF4-AS1-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RN7SKP205	0.816654203568489	-0.0588235294117647	Not associated	RN7SKP205-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RN7SKP68	0.816654203568489	-0.0588235294117647	Not associated	RN7SKP68-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RN7SL753P	0.507638760023586	-0.167046619988268	Not associated	RN7SL753P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNA5SP110	0.816654203568489	-0.0588235294117647	Not associated	RNA5SP110-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNA5SP242	0.735573075855076	-0.0856008088363528	Not associated	RNA5SP242-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNA5SP512	0.816654203568489	-0.0588235294117647	Not associated	RNA5SP512-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNU6-1114P	0.816654203568489	-0.0588235294117647	Not associated	RNU6-1114P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNU6-204P	0.735573075855076	-0.0856008088363528	Not associated	RNU6-204P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNU6-464P	0.816654203568489	-0.0588235294117647	Not associated	RNU6-464P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNU6-483P	0.816654203568489	-0.0588235294117647	Not associated	RNU6-483P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNU6-696P	0.735573075855076	-0.0856008088363528	Not associated	RNU6-696P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNU6-716P	0.816654203568489	-0.0588235294117647	Not associated	RNU6-716P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RNU6-73P	0.735573075855076	-0.0856008088363528	Not associated	RNU6-73P-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	RPL30P11	0.43836664292626	0.194887723319646	Not associated	RPL30P11-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	SAMD15	0.782175108752155	-0.0701223012563847	Not associated	SAMD15-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	SERTAD2	0.303018629682722	0.257115104606744	Not associated	SERTAD2-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	SLC2A7	0.507638760023586	-0.167046619988268	Not associated	SLC2A7-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	SMLR1	0.303018629682721	-0.257115104606744	Not associated	SMLR1-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	SNORA19	0.288123702866943	-0.264883002401099	Not associated	SNORA19-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	SNORA31	0.153728944850024	-0.350611506281923	Not associated	SNORA31-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	SNORA73	0.459675153482139	-0.186103236171403	Not associated	SNORA73-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TAS2R7	0.00407198177703339	0.642006066272646	Associated	TAS2R7-Biliary-AdenoCA	Sensory transduction
Biliary-AdenoCA	TCERG1L	0.924439883792357	-0.0240802729455544	Not associated	TCERG1L-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TMEM140	0.102494766923601	-0.397359707119513	Not associated	TMEM140-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TMEM163	0.27787792933734	-0.270369035217938	Not associated	TMEM163-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TNP1	0.735573075855076	-0.0856008088363528	Not associated	TNP1-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TRAV7	0.735573075855076	-0.0856008088363528	Not associated	TRAV7-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TRAV8-7	0.816654203568489	-0.0588235294117647	Not associated	TRAV8-7-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TRBV5-4	0.288123702866943	-0.264883002401099	Not associated	TRBV5-4-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TRBV6-1	0.778226105626895	-0.071424072699458	Not associated	TRBV6-1-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	TSIX	0.548474950737387	-0.151487712936388	Not associated	TSIX-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	Y_RNA	0.45476641491464	0.188108112505084	Not associated	Y_RNA-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	ZIM3	0.735573075855076	-0.0856008088363528	Not associated	ZIM3-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	ZNF259P1	0.640710138603283	-0.118095593245432	Not associated	ZNF259P1-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	ZNRF2P2	0.926650011234896	0.0233741004187949	Not associated	ZNRF2P2-Biliary-AdenoCA	Not significant
Biliary-AdenoCA	ZRANB2-AS1	0.369934108721316	-0.224742629770701	Not associated	ZRANB2-AS1-Biliary-AdenoCA	Not significant
Bladder-TCC	AC005625.1	0.347396621656721	0.221758870274489	Not associated	AC005625.1-Bladder-TCC	Not significant
Bladder-TCC	AC009107.1	0.632785632819392	-0.113822078644894	Not associated	AC009107.1-Bladder-TCC	Not significant
Bladder-TCC	AC040162.1	0.558203758347535	0.139250069003399	Not associated	AC040162.1-Bladder-TCC	Not significant
Bladder-TCC	FAM86GP	0.100227402319598	0.378106645093627	Not associated	FAM86GP-Bladder-TCC	Not significant
Bladder-TCC	KRTAP29-1	0.556701905949498	0.139776536170403	Not associated	KRTAP29-1-Bladder-TCC	Not significant
Bladder-TCC	MIR608	0.74897121883765	-0.0763659210642118	Not associated	MIR608-Bladder-TCC	Not significant
Bladder-TCC	RAD51AP2	0.55518472289727	0.140309020141205	Not associated	RAD51AP2-Bladder-TCC	Not significant
Bladder-TCC	RFPL1	0.535849588742517	-0.147153441476392	Not associated	RFPL1-Bladder-TCC	Not significant
Bladder-TCC	RNU6-43P	0.687238541539033	-0.0959981568530825	Not associated	RNU6-43P-Bladder-TCC	Not significant
Bladder-TCC	Y_RNA	0.825581450455932	-0.0526315789473684	Not associated	Y_RNA-Bladder-TCC	Not significant
Bladder-TCC	ZNF321P	0.270744668675967	0.258704546643008	Not associated	ZNF321P-Bladder-TCC	Not significant
Breast-AdenoCA	AC026740.1	0.295540230775099	-0.119168718344844	Not associated	AC026740.1-Breast-AdenoCA	Not significant
Breast-AdenoCA	AC068580.1	0.205476791275935	0.143999040041388	Not associated	AC068580.1-Breast-AdenoCA	Not significant
Breast-AdenoCA	ACCSL	0.0645648199983637	0.208974005514978	Not associated	ACCSL-Breast-AdenoCA	Not significant
Breast-AdenoCA	AGAP11	0.760933448608272	-0.0347753244612986	Not associated	AGAP11-Breast-AdenoCA	Not significant
Breast-AdenoCA	AL359736.1	0.963891680999247	0.00517579734990152	Not associated	AL359736.1-Breast-AdenoCA	Not significant
Breast-AdenoCA	CDX4	0.72303889419335	-0.0405023597157094	Not associated	CDX4-Breast-AdenoCA	Not significant
Breast-AdenoCA	CLDN20	0.105033512388152	0.183740805921504	Not associated	CLDN20-Breast-AdenoCA	Not significant
Breast-AdenoCA	CYCSP52	0.334502753486508	0.110003829313874	Not associated	CYCSP52-Breast-AdenoCA	Not significant
Breast-AdenoCA	ESX1	0.392221759721304	-0.0975873929733523	Not associated	ESX1-Breast-AdenoCA	Not significant
Breast-AdenoCA	KRT18P12	0.647637412049304	-0.0522190047549136	Not associated	KRT18P12-Breast-AdenoCA	Not significant
Breast-AdenoCA	KRTAP10-8	0.910712797729186	-0.0128205128205128	Not associated	KRTAP10-8-Breast-AdenoCA	Not significant
Breast-AdenoCA	MCHR1	0.2757290515313	-0.124134081609212	Not associated	MCHR1-Breast-AdenoCA	Not significant
Breast-AdenoCA	MIR3909	0.521460889044652	-0.073198710416864	Not associated	MIR3909-Breast-AdenoCA	Not significant
Breast-AdenoCA	MIR4292	0.205487941021318	0.143995534666686	Not associated	MIR4292-Breast-AdenoCA	Not significant
Breast-AdenoCA	OR4C5	0.819137963623305	-0.0261377917400433	Not associated	OR4C5-Breast-AdenoCA	Not significant
Breast-AdenoCA	OR5W2	0.844028245620172	-0.0224910694021323	Not associated	OR5W2-Breast-AdenoCA	Not significant
Breast-AdenoCA	PROP1	0.433261987902259	-0.0894127312505517	Not associated	PROP1-Breast-AdenoCA	Not significant
Breast-AdenoCA	RN7SKP285	0.143546396324339	0.166069772289115	Not associated	RN7SKP285-Breast-AdenoCA	Not significant
Breast-AdenoCA	RNA5SP245	0.201722069523258	0.145187285953092	Not associated	RNA5SP245-Breast-AdenoCA	Not significant
Breast-AdenoCA	RPL39P36	0.2757290515313	-0.124134081609212	Not associated	RPL39P36-Breast-AdenoCA	Not significant
Breast-AdenoCA	SIGLEC18P	0.197231720496254	0.146629282315335	Not associated	SIGLEC18P-Breast-AdenoCA	Not significant
Breast-AdenoCA	TRBV30	0.63183360055617	-0.0547403908732857	Not associated	TRBV30-Breast-AdenoCA	Not significant
Breast-AdenoCA	TRGJ1	0.796940553861261	-0.0294120223568935	Not associated	TRGJ1-Breast-AdenoCA	Not significant
Breast-AdenoCA	U8	0.706874460935603	-0.0429751618767239	Not associated	U8-Breast-AdenoCA	Not significant
Breast-AdenoCA	ZNF321P	0.359371660565379	0.104504382576273	Not associated	ZNF321P-Breast-AdenoCA	Not significant
Cervix-SCC	AC073333.1	0.205886719965711	-0.303909708813508	Not associated	AC073333.1-Cervix-SCC	Not significant
Cervix-SCC	AC110792.1	0.678915526538329	-0.101617355587133	Not associated	AC110792.1-Cervix-SCC	Not significant
Cervix-SCC	MIR33B	0.0653434627423471	0.431125927331437	Not associated	MIR33B-Cervix-SCC	Not significant
Cervix-SCC	TRAV8-2	0.148936301357929	-0.344265186329548	Not associated	TRAV8-2-Cervix-SCC	Not significant
CNS-GBM	AC006369.2	0.760523783837351	-0.0689282728053091	Not associated	AC006369.2-CNS-GBM	Not significant
CNS-GBM	AC079354.1	0.137263521576163	-0.327131241171388	Not associated	AC079354.1-CNS-GBM	Not significant
CNS-GBM	AC092316.1	0.760523783837351	-0.0689282728053091	Not associated	AC092316.1-CNS-GBM	Not significant
CNS-GBM	FREM3	0.819427912428377	-0.0516523012375876	Not associated	FREM3-CNS-GBM	Not significant
CNS-GBM	HMGN1P20	0.650778277118319	-0.102225560956682	Not associated	HMGN1P20-CNS-GBM	Not significant
CNS-GBM	LINC01096	0.819578568710068	0.051608509537271	Not associated	LINC01096-CNS-GBM	Not significant
CNS-GBM	LRRC73	0.399127637704527	0.18917776913478	Not associated	LRRC73-CNS-GBM	Not significant
CNS-GBM	MIR548L	0.70211170239114	-0.0864357232515501	Not associated	MIR548L-CNS-GBM	Not significant
CNS-GBM	NEU2	0.833328637036398	-0.0476190476190476	Not associated	NEU2-CNS-GBM	Not significant
CNS-GBM	OR10A7	0.70211170239114	-0.0864357232515501	Not associated	OR10A7-CNS-GBM	Not significant
CNS-GBM	RGS21	0.833328637036398	-0.0476190476190476	Not associated	RGS21-CNS-GBM	Not significant
CNS-GBM	RNF168	0.098660446548905	-0.361157559257308	Not associated	RNF168-CNS-GBM	Not significant
CNS-GBM	UGT2B17	0.587574215490209	0.122335548368239	Not associated	UGT2B17-CNS-GBM	Not significant
CNS-GBM	ZNF280A	0.332673993940932	-0.216718093149231	Not associated	ZNF280A-CNS-GBM	Not significant
ColoRect-AdenoCA	AC003043.1	0.00403839408228605	0.392138789846798	Associated	AC003043.1-ColoRect-AdenoCA	Significant
ColoRect-AdenoCA	AC005358.1	0.918854311528466	-0.0144790358429587	Not associated	AC005358.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC007216.2	0.869529945748065	0.023342490772712	Not associated	AC007216.2-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC009107.1	0.748223659723994	-0.045597533703116	Not associated	AC009107.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC011475.1	0.359615147904128	-0.129654445185474	Not associated	AC011475.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC011997.1	0.570594453258421	-0.0804818572554368	Not associated	AC011997.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC012379.1	0.748223659723994	-0.045597533703116	Not associated	AC012379.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC018755.1	0.264500675475687	-0.157597581598036	Not associated	AC018755.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC025918.2	0.890263963073745	-0.0196078431372549	Not associated	AC025918.2-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC026740.1	0.0894302414223326	0.237915475715443	Not associated	AC026740.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC067969.1	0.807446225884469	-0.0346298298592246	Not associated	AC067969.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC068580.1	0.448981405313625	-0.107297504699905	Not associated	AC068580.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC068620.1	0.246593726206545	0.163568849103209	Not associated	AC068620.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC073569.1	0.452266159291889	-0.106526471749972	Not associated	AC073569.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC074091.1	0.494541091212906	-0.0968609715641911	Not associated	AC074091.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC078852.1	0.696842410437356	0.0553295000310643	Not associated	AC078852.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC079610.1	0.96224076597744	0.00672863110252489	Not associated	AC079610.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC079612.1	0.510455159762206	0.0933354335533794	Not associated	AC079612.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC092071.1	0.302398036160009	0.14579437826101	Not associated	AC092071.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC092316.1	0.722456368331306	-0.0504492934830062	Not associated	AC092316.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC099522.1	0.073231723756501	0.250531953222229	Not associated	AC099522.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC104024.1	0.125443297177946	0.215227636533917	Not associated	AC104024.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC114546.1	0.698353186992322	-0.0550399411307621	Not associated	AC114546.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AC135048.1	0.717773615120582	-0.051337021833409	Not associated	AC135048.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AGAP11	0.27384740198817	0.154587992336526	Not associated	AGAP11-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL021707.1	0.622049930537742	-0.0699766334999383	Not associated	AL021707.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL034548.1	0.452266159291889	-0.106526471749972	Not associated	AL034548.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL049840.1	0.843794114354912	-0.0280002175409967	Not associated	AL049840.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL136115.1	0.763551987991692	0.0427359944427529	Not associated	AL136115.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL136376.1	0.612685692850579	-0.0718593055553282	Not associated	AL136376.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL162424.1	0.866868480918608	0.0238229599582009	Not associated	AL162424.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL359736.1	0.422903840448945	0.113533163589796	Not associated	AL359736.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL391152.1	0.813765458225161	-0.0334723751260419	Not associated	AL391152.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL589642.1	0.890263963073745	-0.0196078431372549	Not associated	AL589642.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL589765.1	0.368872145404267	0.1271965696961	Not associated	AL589765.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL590714.1	0.275860989826666	-0.153948593699864	Not associated	AL590714.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AL645608.1	0.515688365543613	0.0921883607991447	Not associated	AL645608.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	ANP32AP1	0.275860989826666	0.153948593699864	Not associated	ANP32AP1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AP001007.1	0.890263963073745	-0.0196078431372549	Not associated	AP001007.1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	AP001065.2	0.00560545392077219	0.378904532085353	Associated	AP001065.2-ColoRect-AdenoCA	Significant
ColoRect-AdenoCA	APOOP1	0.843794114354912	-0.0280002175409967	Not associated	APOOP1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	ASCL4	0.722456368331306	-0.0504492934830062	Not associated	ASCL4-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	ATF4P4	0.713192044628105	-0.0522074568362271	Not associated	ATF4P4-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	C19orf18	0.717686896513859	-0.0513534796999663	Not associated	C19orf18-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	C2orf78	0.574106913736106	-0.0797515996048469	Not associated	C2orf78-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CD2AP	0.717889115816275	0.0513151026052917	Not associated	CD2AP-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CDC42P5	0.251228077551466	-0.161996127715766	Not associated	CDC42P5-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CICP12	0.722456368331306	-0.0504492934830062	Not associated	CICP12-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CLDN25	0.807446225884469	-0.0346298298592246	Not associated	CLDN25-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CLRN2	0.776228627364441	-0.040382177515771	Not associated	CLRN2-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CNTN3	0.717831383183801	0.0513260587090537	Not associated	CNTN3-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CNTNAP5	1	0	Not associated	CNTNAP5-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CRNN	0.727679942113594	-0.0494612902864537	Not associated	CRNN-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CSN2	0.675544542563822	-0.0594360050329966	Not associated	CSN2-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	CSPG4	0.373601386176528	0.125955251849352	Not associated	CSPG4-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	DBX2	0.00858247040096818	0.360873686107328	Associated	DBX2-ColoRect-AdenoCA	Significant
ColoRect-AdenoCA	DCDC2B	0.767584747711549	0.041985980099963	Not associated	DCDC2B-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	DNAJB8	0.574106913736106	-0.0797515996048469	Not associated	DNAJB8-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	EBAG9P1	0.529534504907215	0.0891812406115847	Not associated	EBAG9P1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	EBLN2	0.532068340070138	0.088635177227322	Not associated	EBLN2-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	ERHP2	0.843764452831333	-0.0280056016805602	Not associated	ERHP2-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	ESX1	0.61171082847542	-0.0720560037358883	Not associated	ESX1-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	FAM209B	0.133375848749649	0.2109181511435	Not associated	FAM209B-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	FGF6	0.748223659723994	-0.045597533703116	Not associated	FGF6-ColoRect-AdenoCA	Not significant
ColoRect-AdenoCA	FREM3	0.106623006326565	0.226347954672536	Not associated	FREM3-ColoRect-AdenoCA	Not significant
