FC	padj	Gene	GSEA	Group	pval_mod	label
-1.489707388451	0.0684619126530041	FANCE	Other	Pre	-1.16455097193723	
-2.68048213207607	0.0684619126530041	GRINA	Other	Pre	-1.16455097193723	
4.58073686261775	0.0684619126530041	ITIH2	Other	Pre	-1.16455097193723	
-1.55547513242587	0.0684619126530041	KCNA4	Other	Pre	-1.16455097193723	
4.06897609737981	0.0684619126530041	NOTCH3	Other	Pre	-1.16455097193723	
-0.984041479847437	0.0684619126530041	PRKAB1	Other	Pre	-1.16455097193723	
-0.641806828668097	0.0684619126530041	RGS10	Other	Pre	-1.16455097193723	
2.9221913853994	0.0684619126530041	SYCP1	Other	Pre	-1.16455097193723	
-0.913711856436431	0.0684619126530041	STX10	Other	Pre	-1.16455097193723	
3.90422240044596	0.0684619126530041	GOLGA5	Other	Pre	-1.16455097193723	
-2.90992973451084	0.0706675404972755	CFL1	Other	Pre	-1.15078002354376	
-1.9022509234956	0.0706675404972755	MYD88	Other	Pre	-1.15078002354376	
1.92542459484722	0.0706675404972755	EXOSC9	Other	Pre	-1.15078002354376	
2.5420717630376	0.0706675404972755	MAP3K12	Other	Pre	-1.15078002354376	
-1.37308863883861	0.0706675404972755	CDC16	Other	Pre	-1.15078002354376	
1.46609896404422	0.0706675404972755	NEMF	Other	Pre	-1.15078002354376	
6.136095702134	0.0706675404972755	LITAF	Other	Pre	-1.15078002354376	
-2.52579108950308	0.0729478596097509	NUDT4	Other	Pre	-1.13698744637932	
-0.867164699420762	0.073295548786941	CNGA2	Other	Pre	-1.13492239911013	
-4.86908311439962	0.0762995204204489	ADAMTS7	Other	Pre	-1.11747819178833	
-1.30130600122443	0.0762995204204489	APOA4	Other	Pre	-1.11747819178833	
-0.924310323611781	0.0773697972919787	HSPA1B	antigen processing and presentation	Pre	-1.11142854098769	HSPA1B
2.18400778704149	0.0809369881066301	LYST	Other	Pre	-1.09185296096506	
-1.19139540268922	0.0816119681451578	KIF1A	Other	Pre	-1.0882461486203	
-2.17658559482347	0.0890198546968047	PGM5	Other	Pre	-1.05051311893271	
-1.50438200482776	0.091652850679592	YME1L1	Other	Pre	-1.03785402262579	
1.29447287521592	0.091652850679592	ETFA	Other	Pre	-1.03785402262579	
2.07575908957904	0.0963680149155	RGS7	Other	Pre	-1.01606708695493	
-3.72496565015042	0.0976905852712792	CFDP1	Other	Pre	-1.01014728849974	
-1.16409289006104	0.0976905852712792	SPACA9	Other	Pre	-1.01014728849974	
2.10251566285077	0.0988847332173058	VAPB	Other	Pre	-1.00487075381513	
0.592417763392667	0.100840600361162	DLX3	Other	Pre	-0.996364577387068	
-1.87079798907883	0.101930463388627	OCM2	Other	Pre	-0.991696001426512	
3.7664794010688	0.10236365412355	PFAS	Other	Pre	-0.989854219293564	
3.50434965851221	0.104519192018136	SRP68	Other	Pre	-0.980803956229645	
3.22527344310106	0.105409074887216	PMS2P1	Other	Pre	-0.97712199819572	
-1.09051505208833	0.105409074887216	H4C3	Other	Pre	-0.97712199819572	
-1.41502849618414	0.109907293526279	MEGF8	Other	Pre	-0.958973486529062	
-2.33462391152535	0.114099530392377	EOMES	Other	Pre	-0.942716143035062	
-0.76687469677183	0.11829756790034	ADGRE5	Other	Pre	-0.927024184013824	
-1.83216759033271	0.118663118902676	MYBPC1	Other	Pre	-0.925684240994178	
-1.28367173977707	0.124054426079366	SET	Other	Pre	-0.906387736127333	
-2.34483638169619	0.124054426079366	ST3GAL3	Other	Pre	-0.906387736127333	
-1.11794771535833	0.124054426079366	BFSP2	Other	Pre	-0.906387736127333	
-0.970181958963898	0.125723757718366	HOXB5	Other	Pre	-0.900582646967517	
2.31600690129194	0.125789779065032	SDS	Other	Pre	-0.900354645663334	
-0.866189862968365	0.125789779065032	CELF3	Other	Pre	-0.900354645663334	
-2.370522178184	0.125789779065032	SULT2B1	Other	Pre	-0.900354645663334	
-2.9210784597541	0.125789779065032	CYTH3	Other	Pre	-0.900354645663334	
-0.889239472440491	0.129025549697621	TPPP	Other	Pre	-0.889324281995387	
-2.24357522450459	0.129025549697621	IL5RA	Other	Pre	-0.889324281995387	
3.97738437009463	0.129025549697621	FIG4	Other	Pre	-0.889324281995387	
2.61195287226786	0.129639306530702	IL1R1	Other	Pre	-0.887263300770766	
-1.56717008289936	0.129639306530702	CEP57	Other	Pre	-0.887263300770766	
-1.38740859813851	0.13128886572035	PDCD7	Other	Pre	-0.881772103775349	
-1.22600835909315	0.13128886572035	FHL3	Other	Pre	-0.881772103775349	
-0.603972644809153	0.131425944330221	DRD5	Other	Pre	-0.881318893777441	
-0.57171662282777	0.131978754698222	JAKMIP2	Other	Pre	-0.879495973793582	
2.6373978331895	0.132845254882515	MYB	response to oxidative stress	Pre	-0.876653953599536	MYB
3.87459318678951	0.137539423574321	HCLS1	Other	Pre	-0.861572800111899	
-0.975915970393976	0.137835888424255	DEFA1	Other	Pre	-0.860637690154411	
0.442292730891222	0.137835888424255	EPHA4	Other	Pre	-0.860637690154411	
1.58920064216797	0.137835888424255	PMM2	Other	Pre	-0.860637690154411	
-2.32317476051349	0.137835888424255	TNNC1	Other	Pre	-0.860637690154411	
-3.71110424023643	0.139145195488211	NKX2-5	Other	Pre	-0.856531784723264	
-1.87625421398506	0.143638837069674	CST6	Other	Pre	-0.842728119671472	
-0.780247403868247	0.143638837069674	GTF2H1	Other	Pre	-0.842728119671472	
1.79039070342933	0.146959795561097	PRSS23	Other	Pre	-0.832801460858137	
1.9358034133831	0.146959795561097	PAWR	Other	Pre	-0.832801460858137	
0.729040874977638	0.146959795561097	ST14	Other	Pre	-0.832801460858137	
-0.880808324350041	0.146959795561097	H4C9	Other	Pre	-0.832801460858137	
1.44783959061714	0.146959795561097	NOL3	response to oxidative stress	Pre	-0.832801460858137	NOL3
-3.58413573474815	0.146959795561097	NPEPPS	Other	Pre	-0.832801460858137	
-3.42680205883063	0.146959795561097	RAB11FIP3	Other	Pre	-0.832801460858137	
-3.09479897161522	0.147786201114058	WFDC2	Other	Pre	-0.830366114383594	
-0.457981993575105	0.147786201114058	DYNC1I2	Other	Pre	-0.830366114383594	
-1.90666561683449	0.147786201114058	PFKFB4	Other	Pre	-0.830366114383594	
-0.813744781499714	0.147786201114058	IL1R2	Other	Pre	-0.830366114383594	
-0.884614502156627	0.148812226038791	CD19	B cell differentiation	Pre	-0.827361386780324	CD19
-0.572178682017684	0.150962636206604	NR2E1	Other	Pre	-0.821130528847466	
-0.976015889941156	0.152467334468118	USH1C	Other	Pre	-0.816823192250527	
-0.422401753691627	0.155063805209461	UQCRC1	Other	Pre	-0.809489562806894	
-1.26928817202601	0.158941111016267	UCK2	Other	Pre	-0.798763755541173	
0.992822343843106	0.160177063913403	IFITM1	Other	Pre	-0.795399671329064	
2.2927926306365	0.160274251209508	PIK3R3	Other	Pre	-0.795136243434019	
-1.08645230567338	0.160274251209508	NUP155	Other	Pre	-0.795136243434019	
0.90724908618733	0.169324423857881	HBM	Other	Pre	-0.771280393446502	
-1.20497188430493	0.169324423857881	HLA-DRB1	antigen processing and presentation	Pre	-0.771280393446502	HLA-DRB1
3.62316519858411	0.169324423857881	ZBTB17	Other	Pre	-0.771280393446502	
-0.638675436921912	0.169533549864204	KLF8	Other	Pre	-0.770744344191993	
3.19367873403244	0.169533549864204	MOCS2	Other	Pre	-0.770744344191993	
-1.83910300528599	0.169533549864204	TSHR	Other	Pre	-0.770744344191993	
2.80457123679674	0.169533549864204	TSNAX	Other	Pre	-0.770744344191993	
2.27139155085014	0.169533549864204	WNT9B	Other	Pre	-0.770744344191993	
-0.754597146927868	0.169533549864204	NCOA1	Other	Pre	-0.770744344191993	
4.52272765803626	0.171901116623346	MRC1	Other	Pre	-0.764721302243824	
-1.51970364100154	0.176310828432717	APOC1P1	Other	Pre	-0.753721013939131	
0.732103004107948	0.179964085827124	SCML2	Other	Pre	-0.744814155359601	
-0.616313296498507	0.18116035887187	NAT1	Other	Pre	-0.741936827667163	
-0.844470583893348	0.181273095166845	CITED2	Other	Pre	-0.741666649780153	
-3.09634307481232	0.181273095166845	PLXNA2	Other	Pre	-0.741666649780153	
-0.992563197635195	0.181273095166845	KMT2D	Other	Pre	-0.741666649780153	
2.49522943704458	0.181407959278934	ATP5PD	Other	Pre	-0.741343662176205	
0.591426637678019	0.181407959278934	EZH1	Other	Pre	-0.741343662176205	
-0.833973687906427	0.181407959278934	FYN	Other	Pre	-0.741343662176205	
-0.687667376704775	0.181407959278934	NUMB	Other	Pre	-0.741343662176205	
-2.05770023444217	0.182373443693566	CD8B	Other	Pre	-0.739038401188584	
-0.419015992724298	0.189034042182984	PSG1	Other	Pre	-0.723459978890649	
-1.40082461469284	0.19178936743795	CHAT	Other	Pre	-0.717175473239512	
-2.3793717808	0.19178936743795	VAMP7	Other	Pre	-0.717175473239512	
-0.838377612728808	0.19178936743795	COIL	Other	Pre	-0.717175473239512	
2.62984663214284	0.196654840100753	DNM1	Other	Pre	-0.706295360196615	
1.83755736908348	0.196976997178032	SGK2	response to oxidative stress	Pre	-0.705584487452308	SGK2
-2.09685331707789	0.196976997178032	BCAS2	Other	Pre	-0.705584487452308	
1.36641604873604	0.196976997178032	RNF13	Other	Pre	-0.705584487452308	
2.04782112342152	0.196976997178032	DSPP	Other	Pre	-0.705584487452308	
4.73928564140697	0.196976997178032	GTF2H2	Other	Pre	-0.705584487452308	
2.22954012203433	0.196976997178032	H3-3A	Other	Pre	-0.705584487452308	
-3.19920841749933	0.196976997178032	APBA2	Other	Pre	-0.705584487452308	
-0.42704457593138	0.196976997178032	IRF8	Other	Pre	-0.705584487452308	
-1.44028815783706	0.196976997178032	RPL10A	Other	Pre	-0.705584487452308	
2.38264539766762	0.196976997178032	PCBP2	Other	Pre	-0.705584487452308	
2.10776034770815	0.196976997178032	RGS2	Other	Pre	-0.705584487452308	
-1.21829174734868	0.196976997178032	BYSL	Other	Pre	-0.705584487452308	
-2.69364138832247	0.196976997178032	USP1	Other	Pre	-0.705584487452308	
1.6913075876072	0.196976997178032	PLPP3	Other	Pre	-0.705584487452308	
-0.507807515670061	0.196976997178032	EIF4EBP3	Other	Pre	-0.705584487452308	
-1.14876946302655	0.196976997178032	CCNK	Other	Pre	-0.705584487452308	
