FC	padj	Gene	GSEA	Group	pval_mod	label
3.19247846120409	3.62032237657038e-05	PLAGL2	Other	ON	4.44125275539725	
2.63454233656001	4.3464723588399e-05	CLDN12	Other	ON	4.36186307790271	
-2.84280358735987	4.87442268117317e-05	SULT2B1	Other	ON	4.3120768140635	
4.39639872228529	8.91983033270125e-05	GHRH	Other	ON	4.04964340641675	
3.51155012104781	9.78661685772149e-05	TRIM13	Other	ON	4.00936741380994	
5.26495477693051	0.000155697982960634	PPEF2	Other	ON	3.80771701360234	
6.42632896619313	0.000172296013362271	GEM	Other	ON	3.76372477127395	
-2.22830632196867	0.000172296013362271	DDO	Other	ON	3.76372477127395	
3.97989089082131	0.000201692371563676	ZBTB17	Other	ON	3.6953105274216	
1.82974332734697	0.000203641009147836	CDK2AP2	Other	ON	3.69113475947279	
4.64975356808459	0.000214356471512371	IFI44L	Other	ON	3.66886340042167	
-1.39213705570238	0.00024001558593711	SET	Other	ON	3.61976055551047	
3.86675358154142	0.000280605282868228	MED23	Other	ON	3.5519041569038	
9.509368845047	0.000297730728406062	FUT5	Other	ON	3.5261763400644	
2.5786484803195	0.000362562179122247	TRA2B	response to oxidative stress	ON	3.44061750155102	TRA2B
-2.64787473426353	0.000391215941757616	NUDT4	Other	ON	3.40758345634788	
2.43933107166372	0.000872611581012184	ROCK2	Other	ON	3.05917902749828	
-0.375639009084141	0.000960055315443924	SNRPG	Other	ON	3.01770374352296	
2.37374800425586	0.000960055315443924	WNT9B	Other	ON	3.01770374352296	
3.07036388707201	0.000990832961482723	MYB	leukocyte cell-cell adhesion	ON	3.00399955441568	MYB
2.58622525666307	0.000990832961482723	TPST1	Other	ON	3.00399955441568	
2.36824430006341	0.00109920219450849	TP53TG1	Other	ON	2.95892241323396	
-1.87862764851612	0.00109920219450849	EPHB4	Other	ON	2.95892241323396	
-7.93010650568779	0.00109920219450849	H3C2	Other	ON	2.95892241323396	
-2.06661326300777	0.00113701881325841	PGM5	Other	ON	2.94423234936088	
-0.792005656131737	0.00123387315905202	DIAPH2	Other	ON	2.90872948305407	
2.48113607975727	0.00128934264690943	SDS	Other	ON	2.88963165216798	
-1.8040626967706	0.00129943186057527	CREB1	Other	ON	2.88624648903871	
-1.6185590299357	0.00129943186057527	MYBPC1	Other	ON	2.88624648903871	
-2.63128181597328	0.00133572097325554	TOMM34	Other	ON	2.87428425475832	
5.07205895286897	0.00134401377898238	RPS2	Other	ON	2.87159627882287	
3.49553005540558	0.00152942400938127	RAD23B	Other	ON	2.8154720964016	
-0.549715339520294	0.00160891761032014	NDUFB3	Other	ON	2.79346619474464	
-3.35073374045939	0.00177531477147223	KLF1	Other	ON	2.75072463337303	
-5.92779004974703	0.00177531477147223	FGF9	Other	ON	2.75072463337303	
4.05506998550992	0.00177531477147223	GOT2	Other	ON	2.75072463337303	
-2.593779738217	0.00184496772989434	NDUFS6	Other	ON	2.73401122563033	
-1.92814757014602	0.00190400268342461	TYMS	Other	ON	2.72033244387398	
0.774410119462371	0.0019206269938649	ST14	Other	ON	2.71655697154419	
2.61606498854553	0.00211949071566036	CLEC3A	Other	ON	2.67376848150025	
3.01960920788383	0.00221759592666693	PDIA5	Other	ON	2.65411758479001	
-0.673647334312897	0.00221759592666693	NEK2	Other	ON	2.65411758479001	
3.14668253262388	0.00229385305554203	B4GALT1	Other	ON	2.63943440649197	
2.11416056363798	0.00229385305554203	VAPB	Other	ON	2.63943440649197	
6.334398031447	0.00274888124828034	CELSR2	Other	ON	2.56084402128077	
-2.02156072385441	0.00274888124828034	H1-4	Other	ON	2.56084402128077	
1.45327507418583	0.00296644165495675	EXOSC9	Other	ON	2.52776418910287	
4.67086690920668	0.00304885367894916	RPL8	Other	ON	2.51586341786152	
-2.39799467859882	0.0034355417108904	PDC	Other	ON	2.46400477432448	
3.03519369245588	0.0034355417108904	TSNAX	Other	ON	2.46400477432448	
-0.595210041664853	0.00366391845976207	SH3GL1P1	Other	ON	2.43605420008864	
2.06352985904853	0.00378437399241593	BPNT1	Other	ON	2.42200595080711	
4.9985094526019	0.00422730566394166	RASGRP2	Other	ON	2.373936348489	
4.1801132843616	0.00491609165195191	NID1	Other	ON	2.30838002904719	
-4.051869609145	0.00491609165195191	CD5L	Other	ON	2.30838002904719	
-0.863339200668895	0.00492983397448693	KMT2D	cell growth	ON	2.30716770651959	KMT2D
3.41064969662408	0.00492983397448693	ITM2B	Other	ON	2.30716770651959	
4.69612521729494	0.0054693339189446	HNRNPF	Other	ON	2.26206556085867	
-1.16613688886317	0.00590811264026003	PDCD7	Other	ON	2.22855123330304	
5.6193093957139	0.00590811264026003	FOSB	Other	ON	2.22855123330304	
4.71205387929748	0.00590811264026003	SLC25A4	Other	ON	2.22855123330304	
4.06727367694754	0.00590811264026003	HOMER3	Other	ON	2.22855123330304	
-3.48605495258075	0.0062793610199583	EIPR1	Other	ON	2.20208454728589	
1.03632952834463	0.00655593794013329	ETFA	Other	ON	2.18336516620362	
-5.66353781744262	0.00655593794013329	NRTN	Other	ON	2.18336516620362	
1.99865681414516	0.00655593794013329	PIK3R3	Other	ON	2.18336516620362	
3.18727358752161	0.00671952058458966	PNRC1	Other	ON	2.17266171130548	
2.77929169422083	0.00675438058175591	ZNF460	Other	ON	2.17041447229109	
2.3687392262333	0.00692715338318925	NDUFV2	Other	ON	2.15944519597292	
2.64646265766602	0.00698520663234824	PTTG1	Other	ON	2.15582074231125	
2.30445069221247	0.007280834826114	PAK2	leukocyte cell-cell adhesion	ON	2.13781882129299	PAK2
-2.36316650856516	0.007280834826114	SMC3	Other	ON	2.13781882129299	
0.383311241523165	0.00744768357116115	EPHA4	Other	ON	2.12797878345232	
-2.19071825944383	0.00744768357116115	PTCH1	Other	ON	2.12797878345232	
1.29466464974511	0.00760828487246793	PSME3	antigen processing and presentation	ON	2.11871323473722	PSME3
0.869383473959367	0.00778544519401902	KDM4A	Other	ON	2.10871654818543	
-1.24014442215231	0.00786813187266157	KHDRBS1	Other	ON	2.10412836976321	
5.57151947630661	0.00827930825798186	TPD52L1	Other	ON	2.08200594730826	
2.65472212863698	0.00839080674862713	MX2	Other	ON	2.07619628116973	
-0.87496097611609	0.00875155060694405	SNCB	Other	ON	2.05791499150599	
-2.10616680359405	0.00936450218781742	TNNC1	Other	ON	2.02851530454932	
-1.2630092445694	0.00936450218781742	UCK2	Other	ON	2.02851530454932	
2.62154337277531	0.00952937839653827	TRIM38	Other	ON	2.02093542756292	
2.41522174449076	0.00955311238243091	MLEC	Other	ON	2.01985511320133	
0.87447194488501	0.0100734239687094	SNRPB2	Other	ON	1.99682288714552	
-3.0812133968483	0.0106371973878264	GSTM1	Other	ON	1.97317278175262	
3.29752407038199	0.0116098828867261	NNAT	Other	ON	1.93517216113181	
2.49478634880349	0.0119357405023686	NIT1	Other	ON	1.92315063186324	
2.07708865445025	0.0120318429101791	ATP5PD	Other	ON	1.91966784693925	
2.636567560756	0.0128110166790898	PRKAR1A	leukocyte cell-cell adhesion	ON	1.89241640338584	PRKAR1A
-0.478460234722256	0.0128110166790898	SNCAIP	Other	ON	1.89241640338584	
2.30956060515239	0.0132568686960246	DYNC1LI2	antigen processing and presentation	ON	1.87755904520966	DYNC1LI2
-0.475150513774824	0.0132568686960246	TBXT	Other	ON	1.87755904520966	
3.31605638479688	0.0132646945212223	DCTN2	antigen processing and presentation	ON	1.87730274713473	DCTN2
6.85768190965345	0.0132646945212223	OSBPL2	Other	ON	1.87730274713473	
4.46206550113725	0.0134958151069708	CTSF	antigen processing and presentation	ON	1.86980088022423	CTSF
2.22997717556922	0.0136651548192068	IFNAR2	Other	ON	1.86438544360935	
-0.588669251186713	0.0141506223958524	POLR2F	Other	ON	1.84922445786833	
3.16313499529282	0.0145216207423785	PTPRR	Other	ON	1.8379849097936	
-1.14218672851238	0.0153406382911611	KLKB1	Other	ON	1.81415656994623	
2.20446838378082	0.0162282355900325	L1CAM	Other	ON	1.7897286961422	
-2.09323136806518	0.0162477342474715	MYD88	Other	ON	1.78920719298831	
3.12783133322159	0.0165395607818073	PSMA4	antigen processing and presentation	ON	1.78147602758699	PSMA4
3.99513663116406	0.0165885639447763	TMEM59	Other	ON	1.78019120878299	
1.98804059885568	0.0172070091025898	LTBP3	Other	ON	1.76429461155063	
1.72835287988252	0.0179894916512361	HSF1	response to oxidative stress	ON	1.74498110881578	HSF1
1.10364187613378	0.0179894916512361	PKN2	Other	ON	1.74498110881578	
1.38499547035686	0.0185537737599865	HAS2	leukocyte cell-cell adhesion	ON	1.73156774338307	HAS2
3.1598896517524	0.0185537737599865	ASGR2	Other	ON	1.73156774338307	
3.08184621008948	0.0188783339666122	PSMD11	antigen processing and presentation	ON	1.72403633530453	PSMD11
4.24007291522921	0.0193862657120594	LTA4H	Other	ON	1.71250583903035	
2.07295394073446	0.0195404492888701	NCK1	leukocyte cell-cell adhesion	ON	1.70906545487345	NCK1
-1.68135387671611	0.0195404492888701	OCM2	Other	ON	1.70906545487345	
-2.07023957372227	0.0195404492888701	EOMES	Other	ON	1.70906545487345	
-0.955223076814587	0.0206647007019639	KIF22	Other	ON	1.68477088045858	
-4.15305536500153	0.0214256091905682	CSF2RB	Other	ON	1.66906682101079	
1.89900728375502	0.0214256091905682	AP3B1	leukocyte cell-cell adhesion	ON	1.66906682101079	AP3B1
-1.11780218070991	0.0231127237762313	SUCLA2	Other	ON	1.63614887099504	
5.97337360556716	0.0234915599216099	SPRY2	Other	ON	1.62908814359473	
3.76354047223728	0.0234915599216099	KMT2A	Other	ON	1.62908814359473	
-2.26870382900615	0.0234915599216099	PLXNA2	Other	ON	1.62908814359473	
2.48770471445131	0.0234915599216099	UMOD	leukocyte cell-cell adhesion	ON	1.62908814359473	UMOD
2.89196529460101	0.0234915599216099	FIG4	Other	ON	1.62908814359473	
-2.28568255056906	0.0235900060752176	PFN2	Other	ON	1.627271947269	
2.64076047341265	0.0235900060752176	S100A12	Other	ON	1.627271947269	
-2.93072508628916	0.0237379129201809	RAB11FIP3	Other	ON	1.62455746765161	
-0.660133471260572	0.0244141070498165	FYN	Other	ON	1.61235915548509	
2.9363154230892	0.0250845211933195	DCAF7	Other	ON	1.60059418425488	
0.784351421841279	0.02528623531787	SCML2	Other	ON	1.59711582476312	
1.03657396551746	0.0255116316302586	PLPBP	Other	ON	1.59326176462199	
1.42894177398257	0.0255116316302586	KCNS3	Other	ON	1.59326176462199	
-0.714192345972671	0.0256739797964653	DEFA1	Other	ON	1.59050680489012	
-0.831082732597632	0.0264017801256454	ZNF12	Other	ON	1.57836679007405	
-1.73971086051767	0.0264017801256454	RND2	cell growth	ON	1.57836679007405	RND2
-0.890268315282583	0.0264017801256454	ZNF239	Other	ON	1.57836679007405	
-1.24219516020441	0.0264017801256454	CD40LG	B cell differentiation	ON	1.57836679007405	CD40LG
0.749978120309449	0.0264883087385459	RASSF9	Other	ON	1.57694577024053	
-1.63019829639591	0.0270237494837605	CD8B	Other	ON	1.56825439376199	
-0.696311079207797	0.0277435686410664	ENDOU	Other	ON	1.55683767659218	
1.05932224508757	0.0278323949869791	RPS5	Other	ON	1.55544942087127	
1.88238563873032	0.0278323949869791	GIT2	Other	ON	1.55544942087127	
0.490930727251026	0.0282229863948602	H4C14	Other	ON	1.54939703359418	
-2.12637119248547	0.02837005952886	ELOA	Other	ON	1.54713975292363	
-0.407741990640674	0.0284956822066572	LHFPL2	Other	ON	1.54522094125059	
-2.35041702658218	0.0284956822066572	PSMA1	Other	ON	1.54522094125059	
-1.61060073251024	0.0288957795101513	ABCG2	Other	ON	1.53916558524705	
-0.730333019275348	0.029607375229131	EFEMP1	Other	ON	1.52860009224028	
-5.11562302899509	0.0306005166355515	PSG5	Other	ON	1.51427124116302	
4.60725683736862	0.0306005166355515	TDG	Other	ON	1.51427124116302	
-1.05333986434219	0.0307932926730898	IL17A	Other	ON	1.51154387026219	
2.34115892883909	0.0315512623145487	RPS3	leukocyte cell-cell adhesion	ON	1.50098326065832	RPS3
3.61754837237746	0.0318728947215352	SRGAP3	Other	ON	1.49657849176632	
2.86512383921289	0.0321415946402623	NOTCH3	Other	ON	1.49293258039512	
2.32803408897855	0.0323288348463973	SRP68	Other	ON	1.49040994738036	
-1.68468085893923	0.0336163583131994	STAG2	Other	ON	1.47344933581461	
2.01780867354331	0.0336163583131994	PLPP3	Other	ON	1.47344933581461	
1.89128678910038	0.0337142829063928	KRT31	Other	ON	1.47218607321435	
-0.513835562020258	0.0339768091037347	CLDN9	Other	ON	1.46881740986105	
2.08699019228921	0.0347374138456468	CTRC	Other	ON	1.45920251733315	
-0.396438655226048	0.034928172326557	TCOF1	Other	ON	1.45682413893314	
-2.31268155194353	0.0350692971119145	CFL1	Other	ON	1.45507293852329	
4.18687720573443	0.0355388161492098	RNASE6	Other	ON	1.44929704328448	
2.50490454563354	0.0355388161492098	RNF217-AS1	Other	ON	1.44929704328448	
-0.685031128256521	0.0355388161492098	NUP155	Other	ON	1.44929704328448	
-1.85831307878665	0.0374746696048822	POMT1	Other	ON	1.42626218741655	
-1.56263635112845	0.0374746696048822	KLK7	Other	ON	1.42626218741655	
1.44135268639329	0.038938146279637	SGK2	response to oxidative stress	ON	1.4096247276924	SGK2
2.88035353811055	0.0389910910984607	SGPL1	Other	ON	1.40903461165965	
-2.10669110878756	0.0398434674248397	IFITM3	Other	ON	1.39964287361313	
-2.4774449248731	0.0398434674248397	NOS1	Other	ON	1.39964287361313	
-0.756849138386269	0.0398434674248397	GPR137B	Other	ON	1.39964287361313	
1.18888626787499	0.0398434674248397	PTER	Other	ON	1.39964287361313	
-1.28374768627265	0.0403925483668211	MAN2A1	Other	ON	1.39369874631663	
3.233420022945	0.0407543185021673	AK2	Other	ON	1.38982636478192	
-0.525447220190985	0.0409821003196095	KCNJ16	Other	ON	1.38740578791036	
1.24167496798731	0.0418303852673939	SLC8A3	Other	ON	1.37850813544967	
2.86291527625449	0.0419820497171465	CCR5	T-cell reactivity to clonal neoepitopes	ON	1.37693636139166	CCR5
-0.775253081032927	0.0419894477848774	SIGMAR1	Other	ON	1.37685983685426	
-2.31989058250936	0.0419894477848774	CYTH3	Other	ON	1.37685983685426	
2.61752559416314	0.042074700279335	RRAGA	Other	ON	1.37597896905373	
5.43815050571082	0.0432871014009338	ZNF224	Other	ON	1.3636414945224	
-1.59909885848778	0.0432958882432475	SPIN1	Other	ON	1.36355334609604	
-0.668338705199443	0.0432958882432475	HSPA1B	cell growth	ON	1.36355334609604	HSPA1B
-0.930461265578701	0.0432958882432475	ME1	Other	ON	1.36355334609604	
1.52138725468221	0.0432958882432475	SSX2	Other	ON	1.36355334609604	
-0.812880928898474	0.0435122878609609	MAL	Other	ON	1.36138808105413	
-3.297612942592	0.0444506105805881	ADAMTS7	Other	ON	1.35212226911539	
-3.78763384532488	0.0444506105805881	CD74	Other	ON	1.35212226911539	
1.15678147056898	0.0453310617434309	PEX1	Other	ON	1.34360410878351	
-2.47845142023081	0.0456193938890034	PTGDR	Other	ON	1.34085048916919	
-2.44081320619083	0.0456619047430823	GRIN2A	Other	ON	1.34044597628519	
1.15103737224624	0.0456619047430823	PMM2	Other	ON	1.34044597628519	
1.5071239824002	0.0467126438552917	TOPORS	Other	ON	1.33056555169594	
-2.3618721726832	0.0467126438552917	RTN3	Other	ON	1.33056555169594	
-0.471065647676196	0.0474208466066132	PRKRA	Other	ON	1.32403069680873	
-0.484765022350175	0.049535723163222	SYNGR3	Other	ON	1.30508149243717	
2.15771499731807	0.0499759349233788	HPR	Other	ON	1.3012390725822	
7.98280440385408	0.0501860138209049	MAD2L1	Other	ON	1.29941729812817	
-2.28150420039135	0.0501860138209049	MTM1	Other	ON	1.29941729812817	
2.28231697437778	0.0501860138209049	PMS2P1	Other	ON	1.29941729812817	
3.21142758660798	0.050969335984715	LAMC2	Other	ON	1.29269102425027	
-0.358174974885165	0.0509701620568984	H2AC17	Other	ON	1.29268398559307	
2.33983491393106	0.0509759110553043	HTN1	Other	ON	1.29263500365172	
0.839320957681629	0.0514462492289363	CCR3	Other	ON	1.28864628268104	
-0.965928184199642	0.0514462492289363	MXD1	Other	ON	1.28864628268104	
-0.948469680666911	0.0516050541328803	MIA2	Other	ON	1.28730776204468	
-1.56718462451657	0.0516726933943686	APC2	Other	ON	1.28673890064079	
2.32065586160132	0.0516726933943686	NME3	Other	ON	1.28673890064079	
1.26251722042902	0.0521073534947257	FES	Other	ON	1.28310098386306	
-1.56861065164281	0.0521225069469796	BCAS2	Other	ON	1.28297470410573	
3.02879765171409	0.0527631627764107	PABPC4	Other	ON	1.27766917947947	
-1.01685722133413	0.0544691642578008	VPS45	Other	ON	1.2638492882299	
-0.457660916768715	0.0548934594433149	FNTA	Other	ON	1.26047939866274	
-0.333442086336593	0.0548934594433149	UQCRC1	Other	ON	1.26047939866274	
0.869693591425667	0.0549493554873037	GTPBP1	Other	ON	1.26003739714311	
1.57616748969106	0.0551192654875308	GSS	response to oxidative stress	ON	1.25869657841606	GSS
-1.6369952389908	0.0560178461654682	RCN1	Other	ON	1.25167359341382	
2.06823382753009	0.0562468031273057	TRIOBP	Other	ON	1.24990215630327	
-0.627796966940747	0.0562468031273057	H2BC5	Other	ON	1.24990215630327	
4.91333680986083	0.0562468031273057	MAGEA1	Other	ON	1.24990215630327	
-1.39346103460698	0.0562468031273057	RP9	Other	ON	1.24990215630327	
0.810602694978952	0.0562468031273057	IL18R1	T cell activation	ON	1.24990215630327	IL18R1
1.79446265116501	0.0563611482923929	XRCC5	Other	ON	1.24902016723107	
-1.76868296482564	0.0567564175482568	GSTA3	Other	ON	1.24598502491514	
-0.817424964638967	0.057634564099205	SP110	Other	ON	1.2393169871406	
1.89660581455279	0.057634564099205	NFATC2	T cell activation	ON	1.2393169871406	NFATC2
-2.47127502273737	0.057792912280899	HK3	Other	ON	1.23812542016147	
-0.925846687945913	0.057792912280899	ENTPD6	Other	ON	1.23812542016147	
-0.989718414685505	0.0580835002598549	HDAC5	B cell differentiation	ON	1.23594721982629	HDAC5
3.42517420164057	0.0580835002598549	ITGB2	leukocyte cell-cell adhesion	ON	1.23594721982629	ITGB2
-0.476374025628418	0.0580835002598549	ATXN1	Other	ON	1.23594721982629	
2.56482195631859	0.0581933312612391	SH2D3C	Other	ON	1.23512678102684	
-0.964123184991165	0.0581933312612391	MBL2	Other	ON	1.23512678102684	
1.57495487791643	0.0581933312612391	GMFG	Other	ON	1.23512678102684	
1.56211989335924	0.0593276284031141	MAP4	Other	ON	1.22674301205403	
1.71673506988826	0.059598933443887	ARFGEF2	Other	ON	1.2247615121319	
-0.66232741215908	0.0599136535468335	CSN3	Other	ON	1.22247419623589	
2.90164819538519	0.0599136535468335	ZNF91	Other	ON	1.22247419623589	
-0.447761863697833	0.060654824447644	TAAR2	Other	ON	1.21713464990605	
-1.78272509483584	0.0610717997671106	ATP6AP1	Other	ON	1.21415928129106	
0.950753164440303	0.0616361205860177	PSMD14	antigen processing and presentation	ON	1.21016470384567	PSMD14
2.07565668174283	0.0616361205860177	MED26	Other	ON	1.21016470384567	
2.6190560280811	0.0617207109391131	FCGBP	Other	ON	1.20956908009503	
1.42099967358371	0.0640864934743632	POLE2	Other	ON	1.19323349041306	
-0.892430072667321	0.0648766710758651	FHL3	Other	ON	1.18791144255882	
1.32958493810635	0.0657719115704203	SLC35E2A	Other	ON	1.18195953578373	
1.65343430885371	0.0659153865124003	RGS2	Other	ON	1.18101319697724	
0.396627943556439	0.0661338483277091	RBPMS	response to oxidative stress	ON	1.17957620497089	RBPMS
-0.462467845058826	0.0661815755491679	WNT10B	Other	ON	1.17926289803799	
-4.65818370955073	0.0663816483097489	MAP4K5	Other	ON	1.17795196791204	
1.39570998281555	0.0663816483097489	H3C11	Other	ON	1.17795196791204	
-0.732476107959692	0.0663816483097489	CRYZL1	Other	ON	1.17795196791204	
1.10519240971982	0.0664476004546854	STAU1	response to oxidative stress	ON	1.17752069761222	STAU1
-0.366733737002613	0.0664476004546854	BAG6	Other	ON	1.17752069761222	
-1.17478435557084	0.0669770174869301	NUDT5	Other	ON	1.17407419567056	
0.437419273661028	0.0669770174869301	HGS	Other	ON	1.17407419567056	
0.603193688231226	0.067416331640225	HBQ1	Other	ON	1.17123488266274	
-0.321029318972967	0.069302818604761	ZNF33B	Other	ON	1.15924910190188	
-1.04882540197189	0.0699824728268447	AP2B1	Other	ON	1.15501071581025	
8.75518623579553	0.0699824728268447	GSR	response to oxidative stress	ON	1.15501071581025	GSR
-1.93148214866894	0.0699824728268447	PTCH2	cell growth	ON	1.15501071581025	PTCH2
0.649492861241299	0.0701290306363851	HTR3B	Other	ON	1.15410216412672	
3.52489345443934	0.0709953822670998	PARP2	Other	ON	1.14876989805749	
1.40896648931044	0.0715910294876091	FASTK	Other	ON	1.14514139233041	
2.36079410621542	0.0716910067700725	ADRB3	Other	ON	1.14453532069338	
-0.429247326317968	0.0716910067700725	SI	Other	ON	1.14453532069338	
-1.06901099477398	0.0717185869730734	FANCE	Other	ON	1.14436827566092	
2.76369605999186	0.0717185869730734	GUCY2D	Other	ON	1.14436827566092	
-2.1925767037436	0.0717185869730734	TNFRSF17	Other	ON	1.14436827566092	
0.495473042059062	0.0717425109193903	DLC1	Other	ON	1.14422342750181	
1.65306332148864	0.0717425109193903	NDUFB4	Other	ON	1.14422342750181	
-0.759009052297579	0.0718986391233922	ADAM15	cell growth	ON	1.14327932973943	ADAM15
-1.19245053547626	0.0733828587276961	LTK	Other	ON	1.13440537372642	
-0.422106527868316	0.074147829231738	SLC22A3	Other	ON	1.12990155895087	
4.89007684198425	0.0742627135929746	TRAF3IP2	Other	ON	1.12922918550411	
1.37610011057627	0.0742627135929746	DTNA	Other	ON	1.12922918550411	
0.906147136312884	0.0754526234062657	CHD3	Other	ON	1.12232565567556	
-0.87476762080097	0.0767315897143094	PSMD2	Other	ON	1.11502580405392	
2.10930012458828	0.0771578729041119	AP2A1	antigen processing and presentation	ON	1.11261975353645	AP2A1
-0.904466636915102	0.0771578729041119	BYSL	Other	ON	1.11261975353645	
-0.397790754087446	0.0777518394358764	SNRNP70	Other	ON	1.10928932773648	
8.58685159234452	0.0784694706997282	ABCC9	Other	ON	1.10529927682829	
-0.546265666642783	0.0799705687463922	TM4SF5	Other	ON	1.09706981529271	
2.43858109975602	0.0800607417685372	MOCS2	Other	ON	1.09658039044263	
-3.13470560141934	0.0800607417685372	ACTA1	Other	ON	1.09658039044263	
-0.493605101515309	0.0800607417685372	NUMB	Other	ON	1.09658039044263	
-2.52526920697463	0.0802463658099848	RFC1	Other	ON	1.09557462676619	
-0.430725671958524	0.0804571056859831	SMCP	Other	ON	1.09443559452408	
0.487027079503182	0.080749702282453	EPHB6	Other	ON	1.09285907020214	
8.56414138913996	0.0812872298242805	HMBS	Other	ON	1.08997767645345	
4.78371521574444	0.0814023838860901	CYP19A1	Other	ON	1.08936287651848	
2.17242871599462	0.081720647721534	NHS	Other	ON	1.08766819978833	
-1.26949976922091	0.0817452528879345	SCN9A	Other	ON	1.0875374582938	
1.2720485270457	0.0823538149711786	RPL36AL	Other	ON	1.08431627770181	
2.8587078423496	0.0825500170504099	POLR2B	Other	ON	1.08328283269921	
-0.621002167690641	0.0843774719588108	HOXC5	Other	ON	1.07377349069609	
0.403349287955428	0.0843857440263865	DLX3	Other	ON	1.07373091609493	
0.701279470443798	0.0843857440263865	GMDS	Other	ON	1.07373091609493	
-2.20981975095146	0.0843857440263865	NFIL3	Other	ON	1.07373091609493	
-0.462521558353161	0.0843857440263865	PECAM1	Other	ON	1.07373091609493	
3.61522940273955	0.0852711537348417	RAB6A	antigen processing and presentation	ON	1.06919786089045	RAB6A
-0.803094038034181	0.0860439550516597	CBLIF	Other	ON	1.06527963527162	
-2.1996706769931	0.0860439550516597	RNF112	Other	ON	1.06527963527162	
3.00072761735215	0.0865657763032505	RPL23	Other	ON	1.06265377195875	
-1.32574744292876	0.0877795013357234	CST6	Other	ON	1.05660689065622	
3.28493222546089	0.0877834174656856	ZNF22	Other	ON	1.05658751579455	
-0.405408179018657	0.0881356800079312	PSG1	Other	ON	1.05484824035545	
4.6519260040123	0.0896774450958877	TAP2	antigen processing and presentation	ON	1.04731677325612	TAP2
-2.06369816143704	0.090645502376836	PTGS2	Other	ON	1.04265373973593	
1.91895742249365	0.0908657738462608	SGSM2	Other	ON	1.04159967045007	
-0.422686293812714	0.0910002125245742	ERCC5	Other	ON	1.04095759341361	
1.99422912351551	0.0910002125245742	RAB2A	Other	ON	1.04095759341361	
2.92851895478858	0.0910002125245742	ELOC	Other	ON	1.04095759341361	
1.40650841202956	0.0912065028489327	SP4	Other	ON	1.03997419620308	
1.81694248760273	0.0912505643981025	MSH3	Other	ON	1.03976444068822	
-0.671782683710634	0.0912505643981025	PCYT1A	Other	ON	1.03976444068822	
2.3956159074583	0.0914993168957034	TIMM44	Other	ON	1.03858214822354	
-1.60202778679126	0.0914993168957034	ELN	Other	ON	1.03858214822354	
2.4311115628572	0.0934599464948542	MRC1	Other	ON	1.0293744719421	
-0.479112277974425	0.0934599464948542	RP1	Other	ON	1.0293744719421	
-2.45482607159221	0.0948393520014536	WFDC2	Other	ON	1.02301142204048	
1.44093641548032	0.095277331979149	ADRA1D	Other	ON	1.02101041276538	
1.11842665549157	0.0960894753936273	PSMB3	antigen processing and presentation	ON	1.01732417766735	PSMB3
-1.5198325304408	0.0962229161574397	MAP3K13	cell growth	ON	1.01672148538925	MAP3K13
2.02818396796005	0.0967665495811647	GABARAP	Other	ON	1.01427474437491	
-0.731272904017915	0.0967665495811647	DHCR24	Other	ON	1.01427474437491	
-1.71757960305395	0.0967763895174689	EPHA7	cell growth	ON	1.01423058435479	EPHA7
-0.477346818099164	0.0967763895174689	PSKH1	Other	ON	1.01423058435479	
-0.493598330920815	0.0975111320600865	EEF2	Other	ON	1.01094580157024	
