baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
5132	56.6131624396394	-2.39799467859882	0.582829028852002	-4.11440501397493	3.88179358265496e-05	0.0034355417108904	PDC
6458	1469.05630174574	-0.595210041664853	0.14531616291669	-4.09596585622817	4.20411894942834e-05	0.00366391845976207	SH3GL1P1
922	19.2355098695009	-4.051869609145	1.00869612513848	-4.01693781523027	5.89592740194368e-05	0.00491609165195191	CD5L
8085	1684.2845072466	-0.863339200668895	0.215273941133355	-4.01042130842062	6.06104988186651e-05	0.00492983397448693	KMT2D
10081	85.5979643743768	-1.16613688886317	0.295191530601745	-3.95044155394977	7.80071458317891e-05	0.00590811264026003	PDCD7
4902	9.97721049229337	-5.66353781744262	1.44540154204783	-3.91831449786513	8.91703143531379e-05	0.00655593794013329	NRTN
9126	401.757407724506	-2.36316650856516	0.610190103034226	-3.87283650917001	0.000107575993972763	0.007280834826114	SMC3
5727	51.1995392241664	-2.19071825944383	0.567153701642855	-3.86265355070071	0.000112162020706866	0.00744768357116115	PTCH1
10657	454.017513365814	-1.24014442215231	0.322853861679249	-3.84119432768121	0.000122437135396651	0.00786813187266157	KHDRBS1
6620	1346.13284258435	-0.87496097611609	0.229792124181012	-3.80761951365603	0.000140310933968609	0.00875155060694405	SNCB
7134	164.196680318952	-2.10616680359405	0.556301674742723	-3.78601557251846	0.000153082085434299	0.00936450218781742	TNNC1
7371	108.397643350381	-1.2630092445694	0.333506023896854	-3.78706576214653	0.000152436765993277	0.00936450218781742	UCK2
2944	14.1042553126962	-3.0812133968483	0.822809258880292	-3.74474808540843	0.000180574869205478	0.0106371973878264	GSTM1
9627	830.136935160524	-0.478460234722256	0.129794460033982	-3.68629165371918	0.000227545565032561	0.0128110166790898	SNCAIP
5435	2030.04940371262	-0.588669251186713	0.161479888675234	-3.64546480689392	0.000266908941763956	0.0141506223958524	POLR2F
3818	1032.93345953281	-1.14218672851238	0.315488609798084	-3.62037389953123	0.000294177596906892	0.0153406382911611	KLKB1
4615	98.557738135657	-2.09323136806518	0.581249913762759	-3.6012588019403	0.000316680139372284	0.0162477342474715	MYD88
4951	1798.64719428707	-1.68135387671611	0.476025986146689	-3.53206321849413	0.000412330768688419	0.0195404492888701	OCM2
8320	569.424632878012	-2.07023957372227	0.586551904747078	-3.52950788662933	0.000416333295403781	0.0195404492888701	EOMES
3835	879.77199145726	-0.955223076814587	0.271999818230122	-3.51185189398337	0.000444995912632671	0.0206647007019639	KIF22
1439	7.949947550487	-4.15305536500153	1.18675430728051	-3.4995073028371	0.000466118836493061	0.0214256091905682	CSF2RB
8803	421.304169083483	-1.11780218070991	0.321560496288724	-3.4761800457798	0.000508610708687894	0.0231127237762313	SUCLA2
5362	3.7322218083082	-2.26870382900615	0.654629116008116	-3.46563233062494	0.00052898613364372	0.0234915599216099	PLXNA2
5217	32.5304990551464	-2.28568255056906	0.660900134189201	-3.45843862382198	0.000543316049639206	0.0235900060752176	PFN2
9727	3693.62587108823	-2.93072508628916	0.848487446094703	-3.45405827720644	0.000552218030837279	0.0237379129201809	RAB11FIP3
2534	589.051469450434	-0.660133471260572	0.191639864885527	-3.4446563174885	0.000571785908585768	0.0244141070498165	FYN
1667	124.043853897367	-0.714192345972671	0.208702038603648	-3.42206693691677	0.000621470117676149	0.0256739797964653	DEFA1
7559	5313.59944024781	-0.831082732597632	0.243900411336369	-3.40746753170278	0.000655687088942467	0.0264017801256454	ZNF12
8153	175.588332945597	-1.73971086051767	0.510441374329531	-3.40824813192856	0.000653814120527714	0.0264017801256454	RND2
8187	61.8135118840538	-0.890268315282583	0.260962777528577	-3.41147624084087	0.000646121319460263	0.0264017801256454	ZNF239
959	486.948329037261	-1.24219516020441	0.364286660275168	-3.40993864355642	0.000649774957296723	0.0264017801256454	CD40LG
926	134.15487608293	-1.63019829639591	0.479799206737453	-3.39766776081387	0.000679629034486274	0.0270237494837605	CD8B
8909	8384.35341028154	-0.696311079207797	0.205476622422808	-3.38876058501196	0.000702092824773923	0.0277435686410664	ENDOU
10184	4714.5880695087	-0.407741990640674	0.120890849205135	-3.37281103840036	0.000744049960663299	0.0284956822066572	LHFPL2
5682	15.6783184924109	-2.35041702658218	0.697173296297255	-3.37135263078124	0.00074800046031307	0.0284956822066572	PSMA1
9429	152.001079649379	-1.61060073251024	0.478510423929812	-3.36586342107875	0.000763044790585574	0.0288957795101513	ABCG2
2202	2081.5364087611	-0.730333019275348	0.217522457358531	-3.35750629219666	0.000786489533750888	0.029607375229131	EFEMP1
5673	4.58266740752827	-5.11562302899509	1.52861313193049	-3.34657796805302	0.000818156675507486	0.0306005166355515	PSG5
3605	33.9882981395651	-1.05333986434219	0.315205834788414	-3.34175242996139	0.00083251278525172	0.0307932926730898	IL17A
10735	55.3892135420901	-1.68468085893923	0.5092660151073	-3.30805671095934	0.000939457833373348	0.0336163583131994	STAG2
9080	854.933363266071	-0.513835562020258	0.155631667820582	-3.30161315634443	0.000961305507493279	0.0339768091037347	CLDN9
6949	1596.96607798765	-0.396438655226048	0.120470566912173	-3.29075113853382	0.000999202666368026	0.034928172326557	TCOF1
1072	60.3544554700044	-2.31268155194353	0.70335441059603	-3.28807428673652	0.00100875218036472	0.0350692971119145	CFL1
9631	1696.28072201536	-0.685031128256521	0.208867303994154	-3.27974323963933	0.00103901600184738	0.0355388161492098	NUP155
10585	47.7629567446596	-1.85831307878665	0.569734489153493	-3.26171771968329	0.00110739356895911	0.0374746696048822	POMT1
5650	25902.555283325	-1.56263635112845	0.479072922398927	-3.26179226182028	0.0011071024285427	0.0374746696048822	KLK7
10410	63.5615171948358	-2.10669110878756	0.651014361194742	-3.23601326539304	0.00121211751019748	0.0398434674248397	IFITM3
4842	30.8233566845109	-2.4774449248731	0.764809642671571	-3.23929614200351	0.00119825089387947	0.0398434674248397	NOS1
7107	40.6565500666772	-0.756849138386269	0.233931690546917	-3.23534249086478	0.00121496898466188	0.0398434674248397	GPR137B
4124	81.0250449953037	-1.28374768627265	0.39744963011705	-3.22996321796697	0.00123806144789848	0.0403925483668211	MAN2A1
204	2.1545862758925	3.233420022945	1.00231581495498	3.22594932126282	0.00125555586708972	0.0407543185021673	AK2
3773	458.223241604422	-0.525447220190985	0.163035722561191	-3.22289625817295	0.00126901505233622	0.0409821003196095	KCNJ16
10280	809.498314617019	-0.775253081032927	0.241499773074014	-3.21016070187084	0.00132660782847538	0.0419894477848774	SIGMAR1
9265	96.4084352692538	-2.31989058250936	0.722415005325683	-3.21129899767723	0.00132136372875385	0.0419894477848774	CYTH3
10927	83.9987778398083	-1.59909885848778	0.500541456239222	-3.19473809522689	0.00139957787063664	0.0432958882432475	SPIN1
3304	622.14620164716	-0.668338705199443	0.209279469852734	-3.19352254509121	0.00140548362388536	0.0432958882432475	HSPA1B
4199	129.950689283796	-0.930461265578701	0.291419437965383	-3.19285930984888	0.00140871563444707	0.0432958882432475	ME1
4118	488.613231214943	-0.812880928898474	0.254819467201147	-3.1900267975084	0.0014225960193461	0.0435122878609609	MAL
11173	28.1495097852761	-3.297612942592	1.03660506234743	-3.18116615707475	0.00146683474004579	0.0444506105805881	ADAMTS7
972	2.40120554295225	-3.78763384532488	1.19067370016371	-3.1810846622413	0.00146724744135861	0.0444506105805881	CD74
5189	69.4969552250558	1.15678147056898	0.364453152698051	3.17401965658773	0.00150343508768688	0.0453310617434309	PEX1
5729	447.884694688288	-2.47845142023081	0.78164723356408	-3.17080559337465	0.00152016842258232	0.0456193938890034	PTGDR
2903	98.956676762536	-2.44081320619083	0.770197674622621	-3.16907371524689	0.00152925604027494	0.0456619047430823	GRIN2A
10313	112.331071368626	-2.3618721726832	0.747788751448379	-3.15847512831469	0.00158596841759557	0.0467126438552917	RTN3
8575	1630.25080528901	-0.471065647676196	0.14941475817911	-3.15273841364124	0.00161746678931705	0.0474208466066132	PRKRA
9143	1687.64828438458	-0.484765022350175	0.154451089870565	-3.13863128292863	0.00169738881634429	0.049535723163222	SYNGR3
4534	48.5221041274933	-2.28150420039135	0.729038750924848	-3.1294690405648	0.0017512252543604	0.0501860138209049	MTM1
4084	58.6398243682281	-0.965928184199642	0.3100283453988	-3.11561248684257	0.00183563322460995	0.0514462492289363	MXD1
10297	102.744038427444	-1.56718462451657	0.50367122685255	-3.11152303519487	0.00186124952218721	0.0516726933943686	APC2
10286	412.568521897184	-1.56861065164281	0.505136398390743	-3.105320971999	0.0019007264400659	0.0521225069469796	BCAS2
11311	29.3568121554961	-1.01685722133413	0.329109378353914	-3.08972423216889	0.00200342414906089	0.0544691642578008	VPS45
2339	2294.05577453502	-0.457660916768715	0.148355754339816	-3.0848882054175	0.00203628676966714	0.0548934594433149	FNTA
7384	407.392515748361	-0.333442086336593	0.108074666880303	-3.08529367669384	0.00203351256060399	0.0548934594433149	UQCRC1
5954	3472.95080582635	-1.6369952389908	0.532341109166949	-3.07508702747474	0.00210441138534217	0.0560178461654682	RCN1
6100	256.642505877949	-1.39346103460698	0.454189100045134	-3.0680195417911	0.00215482526236499	0.0562468031273057	RP9
2940	82.6191070637202	-1.76868296482564	0.577519887164102	-3.06254902062458	0.0021946052682916	0.0567564175482568	GSTA3
3431	629.220697367775	-0.817424964638967	0.267523693078312	-3.05552362571372	0.00224667901549872	0.057634564099205	SP110
3101	10.9137983535911	-2.47127502273737	0.809645999124786	-3.05229078561343	0.00227101981613089	0.057792912280899	HK3
955	70.0586442604	-0.925846687945913	0.303218173814718	-3.05340104222003	0.0022626333315439	0.057792912280899	ENTPD6
10014	284.0182201434	-0.989718414685505	0.324795852166558	-3.04720152084322	0.00230982797323849	0.0580835002598549	HDAC5
6310	2268.18379090569	-0.476374025628418	0.156308867760049	-3.04764555239248	0.00230641798368952	0.0580835002598549	ATXN1
4153	424.793848962011	-0.964123184991165	0.316823934896721	-3.04308822281831	0.00234163671846545	0.0581933312612391	MBL2
1448	869.030573434118	-0.66232741215908	0.21857094749522	-3.03026280367643	0.00244341026965509	0.0599136535468335	CSN3
9287	4983.70499308091	-0.447761863697833	0.1480324882746	-3.02475401796419	0.0024883541623444	0.060654824447644	TAAR2
537	171.978123681562	-1.78272509483584	0.590008652838127	-3.02152364420483	0.00251505997154715	0.0610717997671106	ATP6AP1
2275	101.195976697233	-0.892430072667321	0.297732594092819	-2.99742147945382	0.00272273988954039	0.0648766710758651	FHL3
7480	1503.82925400539	-0.462467845058826	0.154837084432465	-2.98680284993702	0.00281911458249363	0.0661815755491679	WNT10B
11183	23.795697291114	-4.65818370955073	1.5613400001904	-2.98345248887666	0.00285016282312241	0.0663816483097489	MAP4K5
9946	260.130739145133	-0.732476107959692	0.2455085536592	-2.98350545039042	0.00284966960276802	0.0663816483097489	CRYZL1
7917	1683.87819906656	-0.366733737002613	0.123065823335737	-2.9799803638588	0.00288266861450694	0.0664476004546854	BAG6
11164	1149.97484844584	-1.17478435557084	0.394697369794403	-2.97641799889059	0.00291637062677556	0.0669770174869301	NUDT5
7582	3480.2640963363	-0.321029318972967	0.108359123803387	-2.96264225572239	0.00305010833218061	0.069302818604761	ZNF33B
163	24.7735620121263	-1.04882540197189	0.354519917720166	-2.95843858002855	0.00309201852942326	0.0699824728268447	AP2B1
8643	4.65492067609646	-1.93148214866894	0.653333053529234	-2.95635149367583	0.00311302103269366	0.0699824728268447	PTCH2
6476	1205.3670122324	-0.429247326317968	0.145790348062766	-2.9442780816544	0.00323709001590298	0.0716910067700725	SI
2178	4062.96953271131	-1.06901099477398	0.363589441787662	-2.94015961937169	0.00328043206682873	0.0717185869730734	FANCE
608	11.9684273322789	-2.1925767037436	0.745471711041586	-2.94119370496312	0.00326950008942537	0.0717185869730734	TNFRSF17
4710	17.8997437410853	1.65306332148864	0.562573508290891	2.93839524457999	0.00329916129688574	0.0717425109193903	NDUFB4
8751	26.6246646008579	-0.759009052297579	0.258500224102128	-2.93620268583484	0.00332257150303007	0.0718986391233922	ADAM15
4058	390.710818168397	-1.19245053547626	0.407145968475977	-2.92880349507038	0.00340269464392806	0.0733828587276961	LTK
6581	7228.99402045275	-0.422106527868316	0.144333348267253	-2.9245252946445	0.00344982041065616	0.074147829231738	SLC22A3
5708	21.661615732942	-0.87476762080097	0.300643051417202	-2.90965520964945	0.00361827678627677	0.0767315897143094	PSMD2
705	39.1591554690501	-0.904466636915102	0.31125775407437	-2.90584451335145	0.00366263401713955	0.0771578729041119	BYSL
6625	1798.22828850797	-0.397790754087446	0.137055387999414	-2.90240872609215	0.00370305051069955	0.0777518394358764	SNRNP70
9032	989.79134223125	-0.546265666642783	0.188920054753794	-2.89151761762239	0.00383386096630771	0.0799705687463922	TM4SF5
58	9.45655000709668	-3.13470560141934	1.08538294036507	-2.88811025569	0.00387563995512193	0.0800607417685372	ACTA1
8650	2272.22524528748	-0.493605101515309	0.170910793528974	-2.88808618416267	0.00387593657100117	0.0800607417685372	NUMB
5981	14.5913838233268	-2.52526920697463	0.874904264599719	-2.88633775048516	0.00389753647206622	0.0802463658099848	RFC1
4184	1215.66808665207	-0.430725671958524	0.149324459349635	-2.88449510438208	0.00392041854175648	0.0804571056859831	SMCP
3222	153.011258171787	-0.621002167690641	0.217026258899423	-2.86141488518416	0.00421754732519677	0.0843774719588108	HOXC5
4783	33.6631519831387	-2.20981975095146	0.773026241414407	-2.85866071882391	0.00425433536865637	0.0843857440263865	NFIL3
5175	420.13521919174	-0.462521558353161	0.161813517529622	-2.85836168334015	0.00425834711952594	0.0843857440263865	PECAM1
7732	18.9374139673835	-2.1996706769931	0.772278284072023	-2.84828762165215	0.00439551798047617	0.0860439550516597	RNF112
1474	76.7006920167438	-1.32574744292876	0.466817351551455	-2.83997036211845	0.00451177254586318	0.0877795013357234	CST6
5669	378.437926530905	-0.405408179018657	0.14291381555947	-2.83673189629422	0.00455778665869371	0.0881356800079312	PSG1
5743	58.9971366005861	-2.06369816143704	0.730302364469029	-2.8258133368327	0.00471607376402589	0.090645502376836	PTGS2
2073	1141.92724193782	-0.422686293812714	0.149847329203116	-2.82077962991097	0.00479071002377651	0.0910002125245742	ERCC5
5130	4144.80412873687	-0.671782683710634	0.238477325079104	-2.8169667010807	0.00484795516607335	0.0912505643981025	PCYT1A
2006	3728.50155029364	-1.60202778679126	0.569178815431508	-2.81463003076937	0.00488334173205273	0.0914993168957034	ELN
6101	2343.06311951486	-0.479112277974425	0.170777005458559	-2.80548471199588	0.00502409646357123	0.0934599464948542	RP1
10406	798.708886377132	-2.45482607159221	0.876780849999134	-2.79981716251517	0.00511315588439148	0.0948393520014536	WFDC2
9175	14.5708484282983	-1.5198325304408	0.544289828440758	-2.79232212513451	0.00523312307300757	0.0962229161574397	MAP3K13
1718	97.8505079585019	-0.731272904017915	0.262233515063986	-2.78863250503843	0.00529310896797317	0.0967665495811647	DHCR24
2045	15.9806796165899	-1.71757960305395	0.616265702644658	-2.78707641149441	0.00531859363330076	0.0967763895174689	EPHA7
5681	808.58781794859	-0.477346818099164	0.171292020641359	-2.78674287518976	0.00532407047015312	0.0967763895174689	PSKH1
1938	685.083570735698	-0.493598330920815	0.17738349502062	-2.78266211218489	0.00539149228350587	0.0975111320600865	EEF2
4311	786.102975239092	-0.588696054727467	0.211744056054787	-2.78022470002721	0.00543212968121831	0.0975111320600865	MME
5253	2537.89932822186	-0.403081359594804	0.144987122359701	-2.78011835144084	0.00543390904174237	0.0975111320600865	PHF2
6656	1383.55352085498	-0.786437292079092	0.283562168962032	-2.77342106303465	0.00554702960630014	0.0983013993183328	SOX1
6227	1805.75744009889	-0.468076033149486	0.169188153688617	-2.76660051513393	0.0056644119827624	0.0998254543887379	RPS21
2987	12286.0981454486	0.483222307887612	0.174836124971464	2.76385848729192	0.00571223067654471	0.100385071251434	GUK1
3305	8.62787573144281	-3.20707620127458	1.16111058843282	-2.76207644062851	0.00574350297634738	0.100385071251434	HSPA1L
8780	603.149299568016	-0.697671406631782	0.252967103460151	-2.75795309780935	0.00581645427301056	0.100917651772321	RIOK3
617	819.8830046258	-0.582987707367581	0.211549647909022	-2.75579616004985	0.00585494725188879	0.101220582653577	BCS1L
10270	14.5697038969925	-2.5360690015657	0.921270278455199	-2.75279585250294	0.00590887299381157	0.101529967450346	AKAP8
2315	192.558397610466	-0.673624364131847	0.244778793131455	-2.75197191518992	0.00592376008928255	0.101529967450346	MLANA
3231	1063.59503644198	-0.568479936561778	0.20653029267082	-2.75252569107552	0.00591375061512262	0.101529967450346	HOXD1
5307	58.5448452882452	-2.20765560460047	0.802416654785262	-2.75125845336706	0.00593667838596804	0.101529967450346	PITX1
4336	243.942742930387	-0.763518050886027	0.277836946279228	-2.7480796240781	0.00599454495106223	0.101971376948283	MOBP
9129	2.34514639616774	-3.01627331084124	1.09756912192443	-2.74813973041864	0.00599344609402217	0.101971376948283	PRPF3
4942	20.333494650183	-0.985452126887811	0.359088058233185	-2.74431884963403	0.00606366104160562	0.102872030791187	OAT
10804	11.2397036854546	-3.17877408998873	1.15972537442959	-2.74097140588322	0.00612578382587725	0.103270250303973	GJB6
3446	145.826620414707	-1.1363258455622	0.41469663033671	-2.74013763902439	0.0061413459980404	0.103270250303973	IFNA10
4317	442.718246505533	-1.98265769578281	0.72506416458424	-2.73445826262795	0.00624830162573322	0.103715268469317	MMP8
5442	2366.15037269769	-0.574913822386402	0.21081386648817	-2.7271157821047	0.00638906162144621	0.104223615476002	POLRMT
2774	16.2345388595773	-1.16584108685814	0.428109569493221	-2.72323061649431	0.00646469132394521	0.104652331305189	GNAL
5886	389.820920112485	-0.539350784198508	0.198304069618386	-2.71981702259782	0.00653180492700948	0.105203399862365	RAD23A
1812	217.650597191078	-1.57509183916503	0.579539564614892	-2.71783314778809	0.00657109657431632	0.105549054005461	DRD1
3838	3167.70188442355	-0.55622572543377	0.204715950805821	-2.71706099717343	0.0065864467840566	0.105549054005461	KPNA2
2065	1146.61927094629	-0.754094057469547	0.278014872285583	-2.71242344436497	0.00667932078880814	0.10589945290872	ERBB3
2731	5301.20634924036	-0.841346186508107	0.310249271611029	-2.7118393611023	0.00669110103303782	0.10589945290872	GLDC
8493	321.628465062686	-0.871462558304088	0.321381527752526	-2.7116137146972	0.00669565704398089	0.10589945290872	PPM1D
9500	749.734912441603	-1.40641789484156	0.518783127746367	-2.71099390018935	0.00670818602989848	0.10589945290872	MAGED1
229	97.3464390775723	-0.764722019780974	0.282551713622583	-2.70648515974831	0.00679996215665845	0.106387784221229	ALDOB
8881	127.858900974295	-0.853547694190115	0.315305706362224	-2.70704803930684	0.00678844334268862	0.106387784221229	CDC16
3116	843.910604186866	-0.613073455701106	0.226755173152888	-2.70368012855763	0.00685762682200197	0.106410297174577	HLA-DPB2
7007	316.98865678318	-0.720340181897646	0.266423251849788	-2.70374367438388	0.00685631562436768	0.106410297174577	TECTA
4204	121.99499586792	-0.711961278898169	0.263535867682519	-2.70157259867133	0.00690124120817887	0.106704680473262	MECP2
1997	259.674989106231	-1.09416923385007	0.406008991384526	-2.69493843010437	0.0070401638692575	0.107408926945363	ELF1
21	60.9492789531969	-1.14732067982339	0.425605801747236	-2.69573552595689	0.00702334059939576	0.107408926945363	ABCA3
5465	750.924069957114	-1.21489505218578	0.450561290456635	-2.6964035258211	0.00700926980556042	0.107408926945363	PPARA
5896	777.961606585362	-0.471331667552619	0.174845587514448	-2.69570238661968	0.00702403930856789	0.107408926945363	RAG1
731	55.4545286741319	-1.14298934026073	0.42512915121321	-2.68856966641533	0.00717588603819854	0.10869758803576	C8A
11213	133.420348764871	-0.821461428637361	0.30595125820731	-2.684942148794	0.0072542361382583	0.109363626330804	IRAK3
4641	59.8111292883317	-1.18897738664361	0.443241729729385	-2.68245814167705	0.00730832970774476	0.10965941886951	MYO1C
8074	1496.24465855951	-0.446333583528177	0.166481485976581	-2.68098029585682	0.00734068381597935	0.109885718675907	FGF23
571	78.5072957551722	-1.80298339775116	0.673610671749946	-2.6765956558664	0.00743743319232966	0.110039418533957	BACH1
8161	168.777886529931	-0.709543235754583	0.265072510156651	-2.67678921263945	0.00743313824911803	0.110039418533957	COIL
3972	2958.59656054334	-0.3877520260711	0.145139606944725	-2.67157968960721	0.00754951443734711	0.110668227765904	LHB
2692	2860.86665942992	-0.375095692202747	0.140753772394723	-2.66490684989137	0.00770096507083406	0.112628827081945	GHRHR
8467	760.123248522061	-0.631107705719134	0.237268081151631	-2.659892989634	0.00781654817248549	0.113277629779847	SMARCA5
6373	109.622290015621	-1.5548149603885	0.584773442217437	-2.65883305933441	0.0078411805445011	0.113376342327536	CXCL11
7549	1172.30708897293	-0.935663233903401	0.352365408996746	-2.65537765630122	0.00792196637641375	0.11428051095655	ZNF2
9064	2925.94042373071	-0.417132912438043	0.157134346055714	-2.65462594848705	0.00793963939685556	0.11428051095655	MAP3K6
2150	1847.63329655911	-0.500133452763972	0.188690464060764	-2.65054969923076	0.00803609031796111	0.114289890073084	F2RL1
2736	12.9272813001089	-1.04799632139903	0.395424247806627	-2.65030869303576	0.00804182563963514	0.114289890073084	GLI2
402	5.14246620070818	-6.78967084997468	2.56427794992107	-2.64779052137607	0.00810197114475968	0.114289890073084	ARL2
6603	2570.20795170549	-0.457397304092399	0.172663443987679	-2.64906857832071	0.00807139513496038	0.114289890073084	SMARCD2
7494	635.127758275985	-0.363035065033922	0.137008201390315	-2.64973236163938	0.0080555556938614	0.114289890073084	XBP1
2778	4042.54105006816	-0.270590306479335	0.102338692694405	-2.64406647530029	0.00819165666366426	0.114476354397804	GNAS
4862	13.0089480526749	-1.69416291099471	0.640721781944393	-2.64414752040027	0.00818969544993647	0.114476354397804	NPAS2
9082	2628.24373461314	-0.668438462335809	0.252931256808886	-2.64276733041689	0.00822315214709156	0.114476354397804	XKRY
6687	10300.5528010901	-0.400405075009832	0.151567777244331	-2.64175593447128	0.00824774663662416	0.114568043891273	SPG7
4738	4107.06478319978	-0.750635399635727	0.284474323942691	-2.63867539689433	0.00832306327158787	0.115111583769222	NEDD8
11015	2950.62814009781	-0.692087633879372	0.26240940164244	-2.63743459474982	0.00835357329570945	0.11528293559068	KDELR3
6323	14417.8913836867	-0.697106682987759	0.264545816046309	-2.63510757193654	0.00841106222207821	0.115403675575705	SCN1A
976	259.269178297958	-0.557642984227976	0.211630481693664	-2.63498424123595	0.00841411894853016	0.115403675575705	ADGRE5
6242	2450.05254186707	-0.602135426383382	0.228657404474717	-2.63335196936499	0.00845466817126865	0.115426177909037	RTKN
6358	4816.45742939457	-0.453517171642621	0.172341954495203	-2.63149604500537	0.00850098565830582	0.115562544355003	CCL14
7508	2870.786756509	-0.426403118149926	0.162549854245271	-2.62321439862092	0.00871044399553815	0.117406450634775	XPC
988	49.7712590946096	-3.00329695401306	1.14474961378873	-2.62354048242321	0.00870211028761247	0.117406450634775	CDC5L
9414	190.548594780022	-1.13900350296032	0.435074389355466	-2.61795116151902	0.00884594646991205	0.118230906389875	TJP2
7025	3635.41617151801	-0.532345480171223	0.203571314446054	-2.61503189493967	0.00892191236242424	0.118996239936568	NR2F1
6191	335.293790930074	-0.7429236280924	0.284390842484025	-2.61233315954655	0.00899265728793405	0.119668908015145	RPS4X
9401	21.329502821167	-1.15031489039539	0.440450883868119	-2.61167574530245	0.00900996651041409	0.119668908015145	RECQL4
10248	6288.03853663831	-0.847960891554215	0.325225246445909	-2.60730340224447	0.009125845872781	0.119956496559143	POP7
11224	104.880146558835	-1.7700862143763	0.678236758145796	-2.60983527229557	0.00905858311795027	0.119956496559143	RPL35
2049	2046.27973245218	-0.347419029959296	0.133257601655047	-2.60712353850276	0.00913064112922697	0.119956496559143	EPHB3
4211	416.323583810264	-0.525284841704069	0.201458322425918	-2.60741197176022	0.00912295244390195	0.119956496559143	MEIS1
4430	513.337229688413	-0.554530975184517	0.212799123940148	-2.60588937076867	0.0091636053643105	0.119956496559143	MYO1B
3921	219.31315443675	-0.611403707684587	0.235008303009421	-2.60162598450863	0.00927829790889969	0.120220667409827	RPSA
5649	141.862191116917	-1.20215120429601	0.461662315924767	-2.60396216634653	0.0092152928739228	0.120220667409827	RELN
6351	3176.52316644531	-0.437445503093007	0.168233227754245	-2.60023248042312	0.00931606240695453	0.120220667409827	CCL4
7145	2203.38378491772	-0.583142968870434	0.224255537906034	-2.60035036064428	0.00931286250570792	0.120220667409827	TNS1
9986	267.866790000743	-0.950628900071821	0.365362956111067	-2.6018754341993	0.00927155215982526	0.120220667409827	RCE1
10658	178.167411812882	-0.341765980202349	0.131546505949185	-2.59806201416227	0.00937515607983102	0.120620121091457	CELF1
3899	50.5059830631273	-1.47419504590117	0.567786734597915	-2.59638867213961	0.00942094296467382	0.12083878859124	AFF3
3800	5009.75863093495	-0.854438755018598	0.329266257120278	-2.59497818723186	0.00945969222703791	0.120847912861278	KIF5C
